accuracy,precision,recall,f1,auc
0.8570305377351246,[0.95420306 0.75472019 0.89463099],[0.95655816 0.7604442  0.85408925],[0.95533695 0.7561987  0.8727165 ],[0.89601387 0.86039455 0.92249011]
