accuracy,precision,recall,f1,auc
0.87040652519127,[0.95675166 0.76444418 0.91935713],[0.96083191 0.75820519 0.89218247],[0.95865666 0.7581321  0.90303412],[0.90524812 0.86074655 0.94222905]
